model,ground_truth,researched,response,presented,iscontrol,sub_compliance,subject,topic,question,searchornot
GPT4o,true,yes,6,pre,control,0.9,70,climate,1,1
GPT4o,true,no,6,pre,control,0.6,71,climate,1,1
GPT4o,true,yes,6,pre,test,0.6,72,climate,1,1
GPT4o,true,yes,3,post,test,0.7,73,climate,1,1
GPT4o,true,yes,7,post,test,0.4,74,climate,1,1
GPT4o,true,no,2,post,test,0.6,75,climate,1,1
GPT4o,true,no,7,post,control,0.7,76,climate,1,1
GPT4o,true,no,3,pre,control,0.7,77,climate,1,1
GPT4o,true,yes,2,pre,test,0.8,78,climate,1,1
GPT4o,true,no,6,pre,test,0.4,79,climate,1,1
GPT4o,true,yes,6,pre,control,0.6,80,climate,1,1
GPT4o,true,no,6,pre,control,0.7,81,climate,1,1
GPT4o,true,no,4,pre,test,0.7,82,climate,1,1
GPT4o,true,yes,5,pre,test,0.5,83,climate,1,1
GPT4o,true,no,6,pre,control,0.9,84,climate,1,1
GPT4o,true,yes,5,pre,test,0.6,85,climate,1,1
GPT4o,true,no,5,post,control,0.4,86,climate,1,1
GPT4o,true,yes,7,pre,control,0.7,87,climate,1,1
GPT4o,true,no,7,post,control,0.6,88,climate,1,1
GPT4o,true,no,2,pre,control,0.4,89,climate,1,1
GPT4o,true,yes,7,post,control,0.4,90,climate,1,1
GPT4o,true,no,5,post,test,0.3,91,climate,1,1
GPT4o,true,no,5,post,control,0.7,92,climate,1,1
GPT4o,true,yes,5,post,control,0.7,93,climate,1,1
GPT4o,true,no,4,pre,test,0.3,94,climate,1,1
GPT4o,true,no,7,post,test,0.5,95,climate,1,1
GPT4o,true,yes,6,pre,control,0.5,96,climate,1,1
GPT4o,true,yes,5,pre,test,0.5,97,climate,1,1
GPT4o,true,no,7,pre,control,0.7,98,climate,1,1
GPT4o,true,yes,4,pre,control,0.6,99,climate,1,1
GPT4o,true,yes,6,pre,test,0.4,100,climate,1,1
GPT4o,true,yes,7,pre,control,0.3,101,climate,1,1
GPT4o,true,yes,5,pre,test,0.5,102,climate,1,1
GPT4o,true,yes,7,post,test,0.7,103,climate,1,1
GPT4o,true,no,7,post,test,0.5,104,climate,1,1
GPT4o,true,yes,7,pre,control,0.7,105,climate,1,1
GPT4o,true,no,5,post,control,0.8,106,climate,1,1
GPT4o,true,no,7,pre,control,0.5,107,climate,1,1
GPT4o,true,yes,7,pre,test,0.9,108,climate,1,1
GPT4o,true,no,4,post,control,0.6,109,climate,1,1
GPT4o,true,yes,6,pre,control,0.4,110,climate,1,1
GPT4o,true,no,4,post,test,0.5,111,climate,1,1
GPT4o,true,yes,4,pre,control,0.7,112,climate,1,1
GPT4o,true,no,6,post,control,0.7,113,climate,1,1
GPT4o,true,yes,6,pre,test,0.8,114,climate,1,1
GPT4o,true,yes,6,post,control,0.4,115,climate,1,1
GPT4o,true,no,7,pre,control,0.6,116,climate,1,1
GPT4o,true,no,3,post,test,0.8,117,climate,1,1
GPT4o,true,yes,6,pre,control,0.5,118,climate,1,1
GPT4o,true,yes,2,post,control,0.9,119,climate,1,1
GPT4o,true,yes,5,pre,control,0.2,120,climate,1,1
GPT4o,true,no,7,pre,test,0.4,121,climate,1,1
GPT4o,true,yes,1,pre,control,0.5,122,climate,1,1
GPT4o,true,no,7,post,test,0.5,123,climate,1,1
GPT4o,true,yes,3,pre,control,0.7,124,climate,1,1
GPT4o,true,yes,6,post,test,0.6,125,climate,1,1
GPT4o,true,no,5,post,test,0.6,126,climate,1,1
GPT4o,true,no,3,post,test,0.4,127,climate,1,1
GPT4o,true,no,6,post,test,0.6,128,climate,1,1
GPT4o,true,no,7,post,control,0.6,129,climate,1,1
GPT4o,true,no,5,pre,test,0.4,130,climate,1,1
GPT4o,true,no,7,post,test,0.8,131,climate,1,1
GPT4o,true,no,5,pre,control,0.6,132,climate,1,1
GPT4o,true,no,5,post,test,0.8,133,climate,1,1
GPT4o,true,yes,6,post,test,0.4,134,climate,1,1
GPT4o,true,no,7,pre,control,0.5,135,climate,1,1
GPT4o,true,no,4,post,control,0.6,136,climate,1,1
GPT4o,true,no,7,pre,control,0.6,137,climate,1,1
GPT4o,true,yes,5,post,control,0.6,138,climate,1,1
GPT4o,true,yes,7,pre,test,0.5,139,climate,1,1
GPT4o,true,no,3,pre,test,0.8,140,climate,1,1
GPT4o,true,yes,6,post,test,0.8,141,climate,1,1
GPT4o,true,no,5,pre,control,0.9,142,climate,1,1
GPT4o,true,no,4,post,control,0.2,143,climate,1,1
GPT4o,true,no,6,post,test,0.4,144,climate,1,1
GPT4o,true,no,5,pre,control,1,145,climate,1,1
GPT4o,true,no,3,pre,control,0.4,146,climate,1,1
GPT4o,true,no,6,post,test,0.7,147,climate,1,1
GPT4o,true,yes,4,post,test,0.4,148,climate,1,1
GPT4o,true,no,1,pre,test,0.4,149,climate,1,1
GPT4o,true,no,7,pre,test,0.6,150,climate,1,1
GPT4o,true,yes,5,pre,control,0.6,151,climate,1,1
GPT4o,true,yes,4,pre,control,0.6,152,climate,1,1
GPT4o,true,yes,3,pre,test,0.8,153,climate,1,1
GPT4o,true,yes,6,pre,test,0.7,154,climate,1,1
GPT4o,true,no,6,post,control,0.6,155,climate,1,1
GPT4o,true,yes,4,pre,control,0.2,156,climate,1,1
GPT4o,true,yes,5,post,control,0.7,157,climate,1,1
GPT4o,true,yes,7,pre,test,0.5,158,climate,1,1
GPT4o,true,yes,3,post,control,0.4,159,climate,1,1
GPT4o,true,yes,5,pre,test,0.4,160,climate,1,1
GPT4o,true,yes,5,post,control,0.5,161,climate,1,1
GPT4o,true,no,6,post,control,0.6,162,climate,1,1
GPT4o,true,no,7,post,test,0.5,163,climate,1,1
GPT4o,true,no,6,pre,control,0.5,164,climate,1,1
GPT4o,true,yes,3,post,test,0.7,165,climate,1,1
GPT4o,true,no,6,pre,control,0.9,166,climate,1,1
GPT4o,true,no,6,pre,test,0.2,167,climate,1,1
GPT4o,true,yes,3,post,test,0.9,168,climate,1,1
GPT4o,true,yes,5,pre,control,0.8,169,climate,1,1
GPT4o,true,no,6,pre,test,0.5,170,climate,1,1
GPT4o,true,yes,4,post,test,0.5,171,climate,1,1
GPT4o,true,no,3,pre,test,0.4,172,climate,1,1
GPT4o,true,yes,6,pre,control,0.2,173,climate,1,1
GPT4o,true,yes,6,pre,control,0.3,174,climate,1,1
GPT4o,true,no,7,pre,test,0.7,175,climate,1,1
GPT4o,true,yes,5,post,test,0.8,176,climate,1,1
GPT4o,true,no,3,post,test,0.8,177,climate,1,1
GPT4o,true,yes,7,post,test,0.5,178,climate,1,1
GPT4o,true,no,5,pre,test,0.7,179,climate,1,1
GPT4o,true,no,5,pre,control,0.6,180,climate,1,1
GPT4o,true,yes,3,pre,test,0.6,181,climate,1,1
GPT4o,true,yes,5,post,test,0.6,182,climate,1,1
GPT4o,true,no,4,post,control,0.7,183,climate,1,1
GPT4o,true,yes,5,post,test,0.7,184,climate,1,1
GPT4o,true,yes,4,post,control,0.4,185,climate,1,1
GPT4o,true,no,7,pre,test,0.6,186,climate,1,1
GPT4o,true,no,6,pre,test,0.6,187,climate,1,1
GPT4o,true,no,7,post,test,0.6,188,climate,1,1
GPT4o,true,no,3,post,test,0.7,189,climate,1,1
GPT4o,true,no,7,pre,test,0.6,190,climate,1,1
GPT4o,true,yes,6,post,control,0.6,191,climate,1,1
GPT4o,true,yes,6,pre,control,0.5,192,climate,1,1
GPT4o,true,yes,7,pre,control,0.5,193,climate,1,1
GPT4o,true,yes,3,pre,test,0.5,194,climate,1,1
GPT4o,true,no,6,post,control,0.6,195,climate,1,1
GPT4o,true,no,7,post,control,0.8,196,climate,1,1
GPT4o,true,no,7,post,test,0.6,197,climate,1,1
GPT4o,true,yes,7,post,test,0.5,198,climate,1,1
GPT4o,true,yes,3,post,control,0.6,199,climate,1,1
GPT4o,true,yes,7,pre,test,0.5,200,climate,1,1
GPT4o,true,yes,6,pre,test,0.8,201,climate,1,1
GPT4o,true,no,5,post,control,0.5,202,climate,1,1
GPT4o,true,no,4,pre,test,0.6,203,climate,1,1
GPT4o,true,no,6,post,control,0.8,204,climate,1,1
GPT4o,true,no,2,pre,control,0.7,205,climate,1,1
GPT4o,true,yes,6,pre,test,0.7,206,climate,1,1
GPT4o,true,yes,5,pre,test,0.7,207,climate,1,1
GPT4o,true,yes,4,pre,control,0.7,208,climate,1,1
GPT4o,true,yes,3,pre,test,0.4,209,climate,1,1
GPT4o,true,yes,5,post,control,0.4,210,climate,1,1
GPT4o,true,yes,4,pre,test,0.6,211,climate,1,1
GPT4o,true,yes,4,post,control,0.2,212,climate,1,1
GPT4o,true,no,4,post,control,0.6,213,climate,1,1
GPT4o,true,yes,6,post,test,0.5,214,climate,1,1
GPT4o,true,yes,5,post,control,0.4,215,climate,1,1
GPT4o,true,no,7,post,test,0.4,216,climate,1,1
GPT4o,true,no,7,pre,control,0.2,217,climate,1,1
GPT4o,true,yes,6,post,test,0.9,218,climate,1,1
GPT4o,true,yes,3,pre,control,0.3,219,climate,1,1
GPT4o,true,yes,6,post,test,0.6,220,climate,1,1
GPT4o,true,yes,5,post,control,0.4,221,climate,1,1
GPT4o,true,no,5,pre,control,0.5,222,climate,1,1
GPT4o,true,yes,3,post,test,0.9,223,climate,1,1
GPT4o,true,yes,3,post,control,0.5,224,climate,1,1
GPT4o,true,yes,5,post,control,0.5,225,climate,1,1
GPT4o,true,no,4,pre,control,0.7,226,climate,1,1
GPT4o,true,no,6,pre,control,0.8,227,climate,1,1
GPT4o,true,yes,7,post,test,0.5,228,climate,1,1
GPT4o,true,no,7,post,test,0.6,229,climate,1,1
GPT4o,true,no,7,pre,test,0.2,230,climate,1,1
GPT4o,true,yes,2,post,test,0.8,231,climate,1,1
GPT4o,true,no,5,pre,test,0.6,232,climate,1,1
GPT4o,true,yes,4,pre,control,0.9,233,climate,1,1
GPT4o,true,no,3,post,test,0.5,234,climate,1,1
GPT4o,true,no,6,post,test,0.5,235,climate,1,1
GPT4o,true,yes,7,post,test,0.6,236,climate,1,1
GPT4o,true,yes,5,post,control,0.2,237,climate,1,1
GPT4o,true,yes,7,post,control,0.6,238,climate,1,1
GPT4o,true,yes,3,pre,control,0.4,239,climate,1,1
GPT4o,true,no,7,post,test,0.8,240,climate,1,1
GPT4o,true,yes,6,post,test,0.6,241,climate,1,1
GPT4o,true,no,5,post,control,0.8,242,climate,1,1
GPT4o,true,yes,7,pre,test,0.5,243,climate,1,1
GPT4o,true,yes,5,post,test,0.6,244,climate,1,1
GPT4o,true,no,7,pre,test,0.7,245,climate,1,1
GPT4o,true,no,5,pre,control,0.7,246,climate,1,1
GPT4o,true,yes,6,pre,test,0.6,247,climate,1,1
GPT4o,true,no,5,post,test,0.2,248,climate,1,1
GPT4o,true,yes,7,pre,test,0.6,249,climate,1,1
GPT4o,true,yes,5,pre,control,0.8,250,climate,1,1
GPT4o,true,yes,7,post,test,0.3,251,climate,1,1
GPT4o,true,no,3,pre,test,0.5,252,climate,1,1
GPT4o,true,yes,7,pre,control,0.6,253,climate,1,1
GPT4o,true,no,6,post,test,0.7,254,climate,1,1
GPT4o,true,yes,7,post,control,0.6,255,climate,1,1
GPT4o,true,no,5,post,test,0.5,256,climate,1,1
GPT4o,true,yes,4,pre,control,0.4,257,climate,1,1
GPT4o,true,no,3,post,control,0.4,258,climate,1,1
GPT4o,true,no,7,post,test,0.5,259,climate,1,1
GPT4o,true,yes,4,post,test,0.5,260,climate,1,1
GPT4o,true,no,4,pre,test,0.7,261,climate,1,1
GPT4o,true,yes,7,pre,control,0.6,262,climate,1,1
GPT4o,true,no,3,pre,test,0.3,263,climate,1,1
GPT4o,true,yes,5,post,control,0.5,264,climate,1,1
GPT4o,true,yes,3,pre,control,0.2,265,climate,1,1
GPT4o,true,yes,7,pre,control,0.6,266,climate,1,1
GPT4o,true,no,5,post,test,0.9,267,climate,1,1
GPT4o,true,no,7,pre,test,0.3,268,climate,1,1
GPT4o,true,yes,3,post,control,0.6,269,climate,1,1
GPT4o,true,no,3,post,test,0.8,270,climate,1,1
GPT4o,true,no,6,post,test,0.6,271,climate,1,1
GPT4o,true,yes,6,post,control,0.6,272,climate,1,1
GPT4o,true,yes,6,post,test,0.3,273,climate,1,1
GPT4o,true,no,7,pre,control,0.5,274,climate,1,1
GPT4o,true,yes,7,pre,test,0.5,275,climate,1,1
GPT4o,true,yes,3,pre,test,0.5,276,climate,1,1
GPT4o,true,no,1,pre,test,0.5,277,climate,1,1
GPT4o,true,yes,6,post,control,0.4,278,climate,1,1
GPT4o,true,no,7,post,test,0.5,279,climate,1,1
GPT4o,true,no,7,post,test,0.6,280,climate,1,1
GPT4o,true,yes,7,pre,control,0.4,281,climate,1,1
GPT4o,true,yes,5,pre,test,0.3,282,climate,1,1
GPT4o,true,yes,7,pre,control,0.7,283,climate,1,1
GPT4o,true,no,6,pre,control,0.6,284,climate,1,1
GPT4o,true,yes,4,pre,control,0.3,285,climate,1,1
GPT4o,true,no,7,post,control,0.6,286,climate,1,1
GPT4o,true,yes,6,pre,test,0.6,287,climate,1,1
GPT4o,true,yes,6,post,control,0.5,288,climate,1,1
GPT4o,true,no,6,pre,test,0.7,289,climate,1,1
GPT4o,true,no,5,pre,test,0.5,290,climate,1,1
GPT4o,true,no,3,pre,control,0.6,291,climate,1,1
GPT4o,true,no,7,post,test,0.6,292,climate,1,1
GPT4o,true,yes,5,post,control,0.7,293,climate,1,1
GPT4o,true,no,7,pre,test,0.6,294,climate,1,1
GPT4o,true,yes,7,post,control,0.5,295,climate,1,1
GPT4o,true,yes,4,pre,test,0.4,296,climate,1,1
GPT4o,true,yes,7,post,test,0.6,297,climate,1,1
GPT4o,true,no,4,post,test,0.5,298,climate,1,1
GPT4o,true,yes,6,post,test,0.5,299,climate,1,1
GPT4o,true,no,6,pre,control,0.7,300,climate,1,1
GPT4o,true,no,5,post,control,0.7,301,climate,1,1
GPT4o,true,no,4,post,control,0.5,302,climate,1,1
GPT4o,true,yes,6,post,test,0.4,303,climate,1,1
GPT4o,true,yes,2,pre,control,0.5,304,climate,1,1
GPT4o,true,yes,7,pre,control,0.3,305,climate,1,1
GPT4o,true,yes,7,pre,test,0.7,306,climate,1,1
GPT4o,true,no,3,post,test,0.5,307,climate,1,1
GPT4o,true,yes,7,post,control,0.3,308,climate,1,1
GPT4o,true,no,7,post,test,0.8,309,climate,1,1
GPT4o,true,yes,6,post,test,0.4,310,climate,1,1
GPT4o,true,no,3,post,test,0.6,311,climate,1,1
GPT4o,true,yes,7,pre,control,0.5,312,climate,1,1
GPT4o,true,yes,6,pre,control,0.4,313,climate,1,1
GPT4o,true,yes,6,pre,control,0.6,314,climate,1,1
GPT4o,true,no,6,pre,test,0.5,315,climate,1,1
GPT4o,true,yes,6,pre,control,0.7,316,climate,1,1
GPT4o,true,yes,4,pre,control,0.5,317,climate,1,1
GPT4o,true,yes,2,post,control,0.6,318,climate,1,1
GPT4o,true,no,3,post,control,0.5,319,climate,1,1
GPT4o,true,yes,6,post,control,0.5,320,climate,1,1
GPT4o,true,yes,3,pre,control,0.5,321,climate,1,1
GPT4o,true,yes,2,post,control,0.7,322,climate,1,1
GPT4o,true,no,3,post,test,0.9,323,climate,1,1
GPT4o,true,no,4,pre,test,0.6,324,climate,1,1
GPT4o,true,yes,3,pre,test,0.7,325,climate,1,1
GPT4o,true,yes,5,pre,test,0.9,326,climate,1,1
GPT4o,true,yes,6,post,control,0.9,327,climate,1,1
GPT4o,true,no,7,post,control,0.8,328,climate,1,1
GPT4o,true,yes,3,post,test,0.7,329,climate,1,1
GPT4o,true,no,7,post,control,0.6,330,climate,1,1
GPT4o,true,yes,1,post,control,0.6,331,climate,1,1
GPT4o,true,yes,4,post,test,0.4,332,climate,1,1
GPT4o,true,no,6,post,test,1,333,climate,1,1
GPT4o,true,no,7,pre,control,0.3,334,climate,1,1
GPT4o,true,yes,6,post,test,0.6,335,climate,1,1
GPT4o,true,no,7,post,test,0.9,336,climate,1,1
GPT4o,true,no,5,pre,control,0.8,337,climate,1,1
GPT4o,true,yes,6,post,test,0.8,338,climate,1,1
GPT4o,true,no,3,post,control,0.7,339,climate,1,1
GPT4o,true,yes,4,pre,control,0.4,340,climate,1,1
GPT4o,true,yes,6,post,test,0.5,341,climate,1,1
GPT4o,true,no,6,pre,test,0.2,342,climate,1,1
GPT4o,true,yes,4,pre,control,0.3,343,climate,1,1
GPT4o,true,yes,3,post,control,0.5,344,climate,1,1
GPT4o,true,yes,7,pre,test,0.4,345,climate,1,1
GPT4o,true,yes,7,post,control,0.5,346,climate,1,1
GPT4o,true,no,6,pre,control,0.7,347,climate,1,1
GPT4o,true,no,3,pre,control,0.6,348,climate,1,1
GPT4o,true,yes,6,post,test,0.5,349,climate,1,1
GPT4o,true,yes,6,post,control,1,350,climate,1,1
GPT4o,true,no,3,pre,control,0.8,351,climate,1,1
GPT4o,true,yes,5,post,control,0.5,352,climate,1,1
GPT4o,true,yes,6,pre,control,0.6,353,climate,1,1
GPT4o,true,no,7,post,test,0.9,354,climate,1,1
GPT4o,true,yes,3,post,test,0.6,355,climate,1,1
GPT4o,true,no,6,post,control,0.5,356,climate,1,1
GPT4o,true,no,3,pre,test,0.5,357,climate,1,1
GPT4o,true,yes,7,pre,control,0.4,358,climate,1,1
GPT4o,true,yes,6,pre,control,0.5,359,climate,1,1
GPT4o,true,no,3,pre,control,0.7,360,climate,1,1
GPT4o,true,yes,3,pre,test,0.5,361,climate,1,1
GPT4o,true,no,5,post,test,0.6,362,climate,1,1
GPT4o,true,yes,7,post,control,0.3,363,climate,1,1
GPT4o,true,no,5,post,test,0.6,364,climate,1,1
GPT4o,true,no,7,post,test,0.7,365,climate,1,1
GPT4o,true,yes,5,pre,control,0.7,366,climate,1,1
GPT4o,true,no,7,pre,test,0.7,367,climate,1,1
GPT4o,true,no,7,pre,control,0.5,368,climate,1,1
GPT4o,true,yes,3,pre,test,0.3,369,climate,1,1
GPT4o,true,no,6,post,test,0.5,370,climate,1,1
GPT4o,true,no,7,post,test,0.5,371,climate,1,1
GPT4o,true,yes,5,pre,control,0.8,372,climate,1,1
GPT4o,true,no,7,pre,control,0.7,373,climate,1,1
GPT4o,true,no,6,post,test,0.6,374,climate,1,1
GPT4o,true,yes,7,post,control,0.6,375,climate,1,1
GPT4o,true,yes,2,pre,control,0.7,376,climate,1,1
GPT4o,true,yes,6,pre,control,0.2,377,climate,1,1
GPT4o,true,no,6,post,control,0.8,378,climate,1,1
GPT4o,true,no,6,post,control,0.6,379,climate,1,1
GPT4o,true,yes,3,pre,test,0.4,380,climate,1,1
GPT4o,true,yes,4,post,test,0.4,381,climate,1,1
GPT4o,true,yes,5,post,control,0.5,382,climate,1,1
GPT4o,true,yes,6,pre,control,0.8,1,immigration,1,1
GPT4o,true,no,7,pre,control,0.5,2,immigration,1,1
GPT4o,true,yes,6,post,test,0.8,3,immigration,1,1
GPT4o,true,no,4,post,test,0.7,4,immigration,1,1
GPT4o,true,yes,5,post,control,0.7,5,immigration,1,1
GPT4o,true,yes,6,post,test,0.8,6,immigration,1,1
GPT4o,true,yes,6,post,control,0.7,7,immigration,1,1
GPT4o,true,yes,6,post,control,0.4,8,immigration,1,1
GPT4o,true,no,7,post,test,0.3,9,immigration,1,1
GPT4o,true,yes,7,post,control,0.5,10,immigration,1,1
GPT4o,true,no,6,post,control,0.4,11,immigration,1,1
GPT4o,true,no,3,pre,control,0.4,12,immigration,1,1
GPT4o,true,yes,6,pre,test,0.3,13,immigration,1,1
GPT4o,true,no,5,post,control,0.3,14,immigration,1,1
GPT4o,true,no,6,pre,test,0.4,15,immigration,1,1
GPT4o,true,no,6,pre,test,0.4,16,immigration,1,1
GPT4o,true,yes,6,pre,control,0.6,17,immigration,1,1
GPT4o,true,yes,3,post,control,0.3,18,immigration,1,1
GPT4o,true,yes,6,pre,test,0.4,19,immigration,1,1
GPT4o,true,yes,6,pre,test,0.7,20,immigration,1,1
GPT4o,true,no,5,post,test,0.2,21,immigration,1,1
GPT4o,true,yes,6,pre,control,0.2,22,immigration,1,1
GPT4o,true,yes,7,pre,test,0.6,23,immigration,1,1
GPT4o,true,no,6,post,test,0.2,24,immigration,1,1
GPT4o,true,no,7,post,control,0.4,25,immigration,1,1
GPT4o,true,no,6,pre,control,0.9,26,immigration,1,1
GPT4o,true,no,7,post,test,0.9,27,immigration,1,1
GPT4o,true,no,6,pre,test,0.5,28,immigration,1,1
GPT4o,true,no,5,post,control,0.5,29,immigration,1,1
GPT4o,true,yes,7,post,control,0.4,30,immigration,1,1
GPT4o,true,yes,4,pre,test,0.4,31,immigration,1,1
GPT4o,true,yes,7,pre,control,0.7,32,immigration,1,1
GPT4o,true,no,7,pre,control,0.6,33,immigration,1,1
GPT4o,true,no,6,pre,test,0.4,34,immigration,1,1
GPT4o,true,yes,5,pre,test,0.6,35,immigration,1,1
GPT4o,true,no,2,post,test,0.8,36,immigration,1,1
GPT4o,true,yes,7,post,test,0.4,37,immigration,1,1
GPT4o,true,no,4,pre,control,0.4,38,immigration,1,1
GPT4o,true,no,7,post,test,0.6,39,immigration,1,1
GPT4o,true,yes,6,pre,control,0.5,40,immigration,1,1
GPT4o,true,no,5,pre,control,0.8,41,immigration,1,1
GPT4o,true,no,6,pre,test,0.7,42,immigration,1,1
GPT4o,true,no,6,pre,control,0.2,43,immigration,1,1
GPT4o,true,no,6,post,control,0.4,44,immigration,1,1
GPT4o,true,yes,6,pre,control,0.7,45,immigration,1,1
GPT4o,true,yes,7,pre,test,0.3,46,immigration,1,1
GPT4o,true,yes,7,pre,test,0.8,47,immigration,1,1
GPT4o,true,yes,4,post,control,0.5,48,immigration,1,1
GPT4o,true,no,1,post,test,0.3,49,immigration,1,1
GPT4o,true,no,5,pre,test,0.7,50,immigration,1,1
GPT4o,true,yes,7,post,test,0.8,51,immigration,1,1
GPT4o,true,no,5,post,control,0.5,52,immigration,1,1
GPT4o,true,yes,3,post,control,0.7,53,immigration,1,1
GPT4o,true,no,6,post,test,0.3,54,immigration,1,1
GPT4o,true,yes,7,post,control,0.7,55,immigration,1,1
GPT4o,true,yes,7,post,control,0.6,56,immigration,1,1
GPT4o,true,yes,4,post,control,0.5,57,immigration,1,1
GPT4o,true,yes,4,pre,test,0.5,58,immigration,1,1
GPT4o,true,yes,3,pre,test,0.8,59,immigration,1,1
GPT4o,true,yes,7,pre,test,0.6,60,immigration,1,1
GPT4o,true,yes,3,pre,test,0.4,61,immigration,1,1
GPT4o,true,no,5,post,test,0.5,62,immigration,1,1
GPT4o,true,no,6,post,control,0.1,63,immigration,1,1
GPT4o,true,no,7,post,control,0.6,64,immigration,1,1
GPT4o,true,yes,6,pre,test,0.7,65,immigration,1,1
GPT4o,true,yes,5,pre,control,0.5,66,immigration,1,1
GPT4o,true,no,6,pre,control,0.3,67,immigration,1,1
GPT4o,true,yes,7,post,test,0.8,68,immigration,1,1
GPT4o,true,yes,5,pre,test,0.3,69,immigration,1,1
GPT4o,true,no,4,pre,control,0.9,70,immigration,1,1
GPT4o,true,yes,5,post,control,0.6,71,immigration,1,1
GPT4o,true,no,7,pre,test,0.6,72,immigration,1,1
GPT4o,true,yes,5,pre,test,0.7,73,immigration,1,1
GPT4o,true,no,5,post,test,0.4,74,immigration,1,1
GPT4o,true,no,3,pre,test,0.6,75,immigration,1,1
GPT4o,true,no,7,pre,control,0.7,76,immigration,1,1
GPT4o,true,yes,3,post,control,0.7,77,immigration,1,1
GPT4o,true,no,2,pre,test,0.8,78,immigration,1,1
GPT4o,true,yes,7,pre,test,0.4,79,immigration,1,1
GPT4o,true,no,4,pre,control,0.6,80,immigration,1,1
GPT4o,true,yes,5,pre,control,0.7,81,immigration,1,1
GPT4o,true,yes,3,post,test,0.7,82,immigration,1,1
GPT4o,true,no,6,pre,test,0.5,83,immigration,1,1
GPT4o,true,yes,2,pre,control,0.9,84,immigration,1,1
GPT4o,true,no,6,pre,test,0.6,85,immigration,1,1
GPT4o,true,yes,5,post,control,0.4,86,immigration,1,1
GPT4o,true,yes,7,pre,control,0.7,87,immigration,1,1
GPT4o,true,no,7,pre,control,0.6,88,immigration,1,1
GPT4o,true,yes,2,pre,control,0.4,89,immigration,1,1
GPT4o,true,yes,5,pre,control,0.4,90,immigration,1,1
GPT4o,true,no,5,post,test,0.3,91,immigration,1,1
GPT4o,true,no,5,pre,control,0.7,92,immigration,1,1
GPT4o,true,no,5,post,control,0.7,93,immigration,1,1
GPT4o,true,no,4,post,test,0.3,94,immigration,1,1
GPT4o,true,yes,5,pre,test,0.5,95,immigration,1,1
GPT4o,true,no,4,pre,control,0.5,96,immigration,1,1
GPT4o,true,no,6,post,test,0.5,97,immigration,1,1
GPT4o,true,no,4,pre,control,0.7,98,immigration,1,1
GPT4o,true,no,7,pre,control,0.6,99,immigration,1,1
GPT4o,true,no,7,pre,test,0.4,100,immigration,1,1
GPT4o,true,no,3,pre,control,0.3,101,immigration,1,1
GPT4o,true,no,6,pre,test,0.5,102,immigration,1,1
GPT4o,true,no,6,pre,test,0.7,103,immigration,1,1
GPT4o,true,yes,7,post,test,0.5,104,immigration,1,1
GPT4o,true,no,7,post,control,0.7,105,immigration,1,1
GPT4o,true,no,5,pre,control,0.8,106,immigration,1,1
GPT4o,true,yes,7,post,control,0.5,107,immigration,1,1
GPT4o,true,no,6,pre,test,0.9,108,immigration,1,1
GPT4o,true,yes,5,post,control,0.6,109,immigration,1,1
GPT4o,true,no,5,pre,control,0.4,110,immigration,1,1
GPT4o,true,yes,3,post,test,0.5,111,immigration,1,1
GPT4o,true,yes,5,post,control,0.7,112,immigration,1,1
GPT4o,true,yes,6,post,control,0.7,113,immigration,1,1
GPT4o,true,no,6,post,test,0.8,114,immigration,1,1
GPT4o,true,yes,7,pre,control,0.4,115,immigration,1,1
GPT4o,true,yes,7,post,control,0.6,116,immigration,1,1
GPT4o,true,yes,3,pre,test,0.8,117,immigration,1,1
GPT4o,true,yes,7,pre,control,0.5,118,immigration,1,1
GPT4o,true,no,2,post,control,0.9,119,immigration,1,1
GPT4o,true,no,5,post,control,0.2,120,immigration,1,1
GPT4o,true,yes,6,post,test,0.4,121,immigration,1,1
GPT4o,true,no,5,post,control,0.5,122,immigration,1,1
GPT4o,true,yes,7,post,test,0.5,123,immigration,1,1
GPT4o,true,no,6,post,control,0.7,124,immigration,1,1
GPT4o,true,no,6,pre,test,0.6,125,immigration,1,1
GPT4o,true,yes,5,post,test,0.6,126,immigration,1,1
GPT4o,true,yes,6,pre,test,0.4,127,immigration,1,1
GPT4o,true,yes,5,post,test,0.6,128,immigration,1,1
GPT4o,true,no,5,pre,control,0.6,129,immigration,1,1
GPT4o,true,yes,6,post,test,0.4,130,immigration,1,1
GPT4o,true,no,6,post,test,0.8,131,immigration,1,1
GPT4o,true,yes,5,pre,control,0.6,132,immigration,1,1
GPT4o,true,yes,6,pre,test,0.8,133,immigration,1,1
GPT4o,true,yes,6,pre,test,0.4,134,immigration,1,1
GPT4o,true,yes,7,post,control,0.5,135,immigration,1,1
GPT4o,true,no,5,post,control,0.6,136,immigration,1,1
GPT4o,true,no,7,post,control,0.6,137,immigration,1,1
GPT4o,true,no,5,pre,control,0.6,138,immigration,1,1
GPT4o,true,no,7,pre,test,0.5,139,immigration,1,1
GPT4o,true,yes,3,post,test,0.8,140,immigration,1,1
GPT4o,true,yes,7,post,test,0.8,141,immigration,1,1
GPT4o,true,no,6,pre,control,0.9,142,immigration,1,1
GPT4o,true,yes,3,post,control,0.2,143,immigration,1,1
GPT4o,true,no,6,pre,test,0.4,144,immigration,1,1
GPT4o,true,no,5,post,control,1,145,immigration,1,1
GPT4o,true,yes,3,post,control,0.4,146,immigration,1,1
GPT4o,true,no,5,post,test,0.7,147,immigration,1,1
